ID,Unit,Passed,Equality Limit,Upper Limit,Lower Limit,Value
P12VC_1,A,, ,13.2,10.8,
FAN_P12VA_1,A,, ,13.2,10.8,
ABSOLUTE_ENC_SPI_MISO_PLUS_1,A,True,1, , ,1
EXT_LTE_MODEM__USB_5V_1A_1,A,, ,5.5,4.5,
RLAY24_1_PLUS_1,A,True, ,24.5,23.5,24.28518
ENCODER2_BCH_PLUS_1,A,True,1, , ,1
IFM_FRONT_P24VC_1,A,, ,24.5,23.5,
STRT_PAUSE_P3V3B_1,A,, ,3.5,3.1,
ENCODER1_BCH_MINUS_1,A,True,0, , ,0
ABSOLUTE_ENC_SPI_MISO_MINUS_1,A,True,0, , ,0
STER_PWMA_1,A,True, ,3.6,3.0,3.3156542
RLAY12_1_PLUS_1,A,True, ,13.2,10.8,11.953173
H_LIDAR_P12VD_1,A,, ,13.2,10.8,
ENCODER2_ACH_PLUS_1,A,True,1, , ,1
P5VK_1,A,, ,5.5,4.5,
RLAY24_2_PLUS_1,A,True, ,24.5,23.5,24.283841
SERVICE_1,A,True,1, , ,1
LEFT_CAM_P5VC_1,A,, ,5.5,4.5,
DUT_CURRENT_1,A,, ,2.1,0.6,
P5VG_1,A,, ,5.5,4.5,
ENCODER2_ACH_MINUS_1,A,True,0, , ,0
TRACTION_ENCODER_P5VJ_1,A,, ,5.5,4.5,
SLANTED_LIDAR_P12VB_1,A,, ,13.2,10.8,
P5VE_1,A,, ,5.5,4.5,
IMU_GYRO_1,A,True,1, , ,True
USB_VERIFY_1,A,True, ,8.0,5.0,6
C_ANH_1,A,True, ,2.5,2.4,2.452328
STEERING_3V_P3V3A_1,A,, ,3.5,3.1,
P5VF_1,A,, ,5.5,4.5,
RLAY24_2_MINUS_1,A,True, ,0.1,0.0,0.007771102
USB_5V_1B_1,A,, ,5.5,4.5,
KEY_SENSE_1,A,True,1, , ,1
ABSOLUTE_ENC_SPI_CLK_PLUS_1,A,True, ,5.1,4.8,4.9929976
